Ticker,Last,Relative Strength Index (14),Exponential Moving Average (100),Exponential Moving Average (200),Exchange,Traded Volume
TVBTC,0.00002513,46.31053635,0.00002544,0.00002494,HITBTC,22.24836529
UBQBTC,0.00001235,58.48969792,0.00001107,0.00001131,BITTREX,0.38771658
UBTBTC,0.00003478,42.68271675,,,BITTREX,150.90947475
UBTBTC,0.00003367,40.19587634,0.00003682,,HITBTC,150.90947475
UCBTC,1e-8,38.27949459,2e-8,2e-8,HUOBI,10.4014652
UCTBTC,0.00000129,22.94551577,0.0000019,,BITTREX,0.39058698
UDCBTC,0.00008604,44.54599443,0.00010128,0.00011069,BITFINEX,
UFRBTC,0.00002153,69.23813764,0.00000561,0.00000493,BITFINEX,10.79482311
UGASBTC,0.00000254,51.8504871,0.00000237,0.000003,HUOBI,49.57081051
UIPBTC,3.4e-7,39.87182775,4.3e-7,5.6e-7,HUOBI,23.71761497
UKGBTC,0.00000116,54.55050155,0.00000113,0.00000124,BITTREX,0.2026191
UOSBTC,0.00000906,63.73692738,0.00000564,0.00000522,BITFINEX,101.60769543
UPEURBTC,0.00008765,43.79586081,,,BITTREX,
UPPBTC,0.00000183,48.95448401,0.00000186,0.00000179,BITTREX,67.42396365
UPTBTC,2.5e-7,33.03325944,4.1e-7,,BITTREX,0.90055614
UPUSDBTC,0.00008112,43.85193196,0.00011433,,BITTREX,
UQCBTC,0.0002755,68.46050044,,,BITTREX,922.2858513
URACBTC,6e-8,47.83050868,8e-8,1e-7,BITTREX,0.01192071
USDCBTC,0.00008624,44.35257599,0.00010147,,BITTREX,31552.3158881
USDSBTC,0.00008587,41.26193376,0.000103,0.00011159,BITTREX,0.05645782
USDTBTC,0.00008616,44.24420738,0.00010122,0.00011006,POLONIEX,3110669.8550328
USEBTC,2e-8,43.39439525,3e-8,5e-8,HITBTC,0.00005586
USGBTC,0.20204,42.07729966,,,HITBTC,
USTBTC,0.00008619,44.31452594,0.00010122,0.00011052,BITFINEX,
UTIBTC,0.00010646,48.46692279,,,BITTREX,
UTKBTC,0.00001561,63.33476403,0.00000713,0.000005,KUCOIN,374.39654486
UTKBTC,0.00001723,58.70478755,0.00000732,0.00000514,BITFINEX,374.39654486
UTKBTC,0.0000158,65.66370131,0.00000712,0.00000499,HITBTC,374.39654486
UTKBTC,0.00001566,61.46504616,0.00000722,0.00000505,HUOBI,374.39654486
UTKBTC,0.00001542,63.30048864,0.00000713,0.00000495,BITTREX,374.39654486
UTNBTC,1.7e-7,43.92493785,2.4e-7,2.4e-7,BITFINEX,
UTTBTC,0.000015,51.45909818,0.00001694,0.00002055,HITBTC,0.00345363
UUUBTC,7e-8,43.46961029,8e-8,9e-8,HUOBI,61.73130486
UUUBTC,7e-8,43.97688815,8e-8,9e-8,HITBTC,61.73130486
VANYBTC,1.5e-7,58.68992898,8e-7,,BITTREX,0.62083413
VBKBTC,7.4e-7,57.60048413,5.3e-7,7.1e-7,BITTREX,2.69598781
VDXBTC,1.5e-7,48.48988357,1.1e-7,1.2e-7,BITTREX,0.26573564
VEEBTC,1.9e-7,50.76754628,1.6e-7,1.7e-7,BITTREX,68.064856
VEEBTC,1.9e-7,49.55996407,1.7e-7,1.7e-7,BITFINEX,68.064856
VEOBTC,0.003909,53.86865705,0.00300878,0.0043466,HITBTC,0.02332225
VETBTC,0.00000155,45.21773531,0.00000134,0.00000109,KUCOIN,13739.15387711
VETBTC,0.00000156,45.22949996,0.00000135,0.00000109,BITTREX,13739.15387711
VETBTC,0.00000155,45.33397516,0.00000134,0.00000109,HITBTC,13739.15387711
VETBTC,0.00000156,45.68874047,0.00000135,0.00000109,BINANCE,13739.15387711
VETBTC,0.00000155,45.02959509,0.00000135,0.00000109,BITFINEX,13739.15387711
VETBTC,0.00000155,43.71280292,0.00000135,0.00000109,HUOBI,13739.15387711
VIABTC,0.00002316,53.39715356,0.00002084,0.00002163,BINANCE,25.32471938
VIABTC,0.00002331,53.76187628,0.00002081,0.00002161,BITTREX,25.32471938
VIBBTC,0.00000203,52.93821515,0.00000184,0.00000198,HITBTC,76.13871349
VIBBTC,0.00000202,51.67109402,0.00000186,0.00000198,BINANCE,76.13871349
VIBBTC,0.00000202,51.78063862,0.00000186,0.00000198,BITTREX,76.13871349
VIBEBTC,0.00000195,55.17010839,0.00000159,0.0000017,HITBTC,31.83550381
VIBEBTC,0.00000195,53.67802155,0.00000158,0.00000163,BINANCE,31.83550381
VIDBTC,0.00000936,49.14179212,0.00001079,0.00001193,KUCOIN,33.75404803
VIDBTC,0.00000937,49.31233799,,,BITTREX,33.75404803
VIDTBTC,0.00007112,59.02326258,0.00003743,0.00002686,KUCOIN,606.47885895
VIDYBTC,1.4e-7,46.30155671,1.2e-7,1.3e-7,HUOBI,72.81558485
VITAEBTC,0.00020185,48.62856441,0.00018119,,HITBTC,82.40551051
VITEBTC,0.00000261,47.87359277,0.00000215,0.00000198,BITTREX,271.22724827
VITEBTC,0.00000272,56.3470192,0.00000202,0.00000181,BINANCE,271.22724827
VLDBTC,3.8e-7,54.88396102,4.3e-7,4.5e-7,BITFINEX,0.00040273
VLXBTC,0.00000421,40.96476827,,,HITBTC,211.81808117
VLXBTC,0.00000429,42.70057711,,,BITTREX,211.81808117
VRABTC,7e-8,42.66475765,8e-8,8e-8,KUCOIN,21.80476051
VRABTC,8e-8,44.98423199,8e-8,,BITTREX,21.80476051
VRABTC,7e-8,42.03358069,8e-8,8e-8,HITBTC,21.80476051
VRCBTC,0.00000385,44.39543633,0.0000042,0.00000435,BITTREX,12.19730537
VSYBTC,0.00000249,48.73711068,0.00000277,0.00000366,BITFINEX,222.46745171
VSYSBTC,0.00000247,47.78161607,0.00000277,0.00000367,KUCOIN,222.46745171
VSYSBTC,0.00000248,48.67244156,0.00000277,0.00000384,HUOBI,222.46745171
VSYSBTC,0.00000246,47.76717446,0.00000278,,HITBTC,222.46745171
VTCBTC,0.0000266,53.0073213,0.00002772,0.00002883,BITTREX,54.69870946
WABIBTC,0.00001488,67.58786775,0.00001228,0.00001323,BINANCE,260.9296036
WANBTC,0.00004039,69.34995788,0.00002637,0.00002575,HUOBI,510.6087363
WANBTC,0.00004042,67.77701939,0.00002619,0.00002568,KUCOIN,510.6087363
WANBTC,0.00004035,67.92757358,0.00002618,0.00002565,BINANCE,510.6087363
WAVESBTC,0.0002977,61.59300341,,,KUCOIN,9310.22101713
WAVESBTC,0.0002973,63.18918834,0.00017002,0.00015384,BINANCE,9310.22101713
WAVESBTC,0.00029819,63.67577127,0.00017026,0.00015393,BITTREX,9310.22101713
WAVESBTC,0.00029773,63.23677096,0.00016996,0.00015376,HITBTC,9310.22101713
WAVESBTC,0.0002977,63.36611945,0.00017237,0.00015503,HUOBI,9310.22101713
WAXBTC,0.00000429,42.06528495,0.00000503,0.0000053,BITFINEX,
WAXPBTC,0.00000443,42.12086884,0.00000501,0.00000473,BITTREX,319.3326185
WAXPBTC,0.00000443,43.04101725,0.000005,0.00000491,KUCOIN,319.3326185
WAXPBTC,0.00000443,42.38032325,0.00000498,0.00000487,HITBTC,319.3326185
WAXPBTC,0.00000442,40.41915772,0.00000496,0.00000486,HUOBI,319.3326185
WBTBTC,1.00422014,49.84805079,0.99355545,0.98363365,BITFINEX,
WBTCBTC,1.02400002,50.08136402,,,BITTREX,393.83625952
WBTCETH,29.1909,40.77050225,41.81176624,,HITBTC,
WBTCETH,30.08682845,40.63051972,,,BITTREX,
WBTCUSD,11882.82391209,51.18448472,,,BITTREX,4567509.89573323
WBTCUSDT,11365.553,54.0496101,,,BITTREX,
WESTBTC,0.00000828,44.60342255,,,KUCOIN,13.65960314
WGPBTC,6.6e-7,48.63616838,0.0000018,0.00000426,BITTREX,3.85599355
WICCBTC,0.00002295,54.87134853,0.00002149,,BITTREX,782.85957034
WICCBTC,0.0000222,54.42553662,0.00002102,0.00002072,HUOBI,782.85957034
WIKIBTC,0.00003446,25.34806676,0.00005353,0.00006588,HITBTC,0.04137443
WINBTC,1e-8,50.26510606,1e-8,1e-8,KUCOIN,181.5732234
WINGSBTC,0.00001432,52.91363864,0.00000923,0.0000071,HITBTC,1.99232277
WINGSBTC,0.00001413,54.6556283,0.00000941,0.00000847,BITTREX,1.99232277
WLOBTC,1.8e-7,44.95700592,2.5e-7,4.6e-7,BITFINEX,0.00122001
WNXMBTC,0.004193,,,,HUOBI,631.8734139
WPRBTC,9.6e-7,55.09286874,8.4e-7,8.4e-7,BITFINEX,55.59389793
WPRBTC,9.8e-7,57.96095678,8.5e-7,8.6e-7,HUOBI,55.59389793
WPRBTC,9.8e-7,57.62065947,8.5e-7,8.6e-7,BINANCE,55.59389793
WRXBTC,0.00001173,46.56886171,0.00001329,0.00001428,BINANCE,345.23790912
WRXBTC,0.00001225,48.68153709,,,POLONIEX,345.23790912
WTCBTC,0.00005964,67.51146674,0.00004299,0.00005018,HITBTC,695.43378114
WTCBTC,0.00006046,58.54954987,0.00005488,0.00019272,BITFINEX,695.43378114
WTCBTC,0.0000586,66.32819943,0.00004301,0.0000499,BINANCE,695.43378114
WTCBTC,0.00005842,68.19150687,0.00004329,0.00004995,HUOBI,695.43378114
WTCBTC,0.00005848,66.14063449,0.00004308,0.00005006,KUCOIN,695.43378114
WXTBTC,9.2e-7,46.95869513,0.00000104,0.00000116,KUCOIN,231.8402302
WXTBTC,9.1e-7,44.65704507,0.00000104,0.00000113,HUOBI,231.8402302
XAURBTC,0.00000335,29.23286567,0.00000444,0.00000472,HITBTC,1.06251964
XAUTBTC,0.1665,42.0442808,0.18304201,0.19449473,BITFINEX,1.83376651
XBPBTC,4e-8,38.24774744,5e-8,6e-8,HITBTC,0.00026583
XBTCAD,15453.8,54.04244637,13668.52422147,12762.74482777,KRAKEN,
XBTCHF,10607.8,54.4809896,9451.0803403,8810.33224202,KRAKEN,
XCHBTC,0.00009396,44.63512623,0.00010767,0.00011433,BITFINEX,
XCONBTC,8e-8,50.34671633,1e-7,9.9e-7,HITBTC,0.00016875
XDBBTC,0.00000149,42.27960141,,,KUCOIN,65.19834542
XDBTC,1.5e-7,44.49135781,1.9e-7,5.5e-7,BITFINEX,
XDNBTC,9e-8,44.93260491,7e-8,6e-8,HITBTC,2.81246177
XDNBTC,1e-7,48.96926323,8e-8,7e-8,BITTREX,2.81246177
XELBTC,4.4e-7,47.74644552,4.6e-7,6.4e-7,BITTREX,0.00528268
XEMBTC,0.00000703,75.25834408,0.00000513,0.0000052,BINANCE,3346.42316765
XEMBTC,0.00000704,74.84583134,0.00000513,0.00000519,HITBTC,3346.42316765
XEMBTC,0.00000704,74.75601742,0.00000513,0.00000512,KUCOIN,3346.42316765
XEMBTC,0.00000703,79.31324558,0.00000515,0.0000052,HUOBI,3346.42316765
XEMBTC,0.00000705,74.59645835,0.00000513,0.00000519,POLONIEX,3346.42316765
XEMBTC,0.00000702,74.39724104,0.00000513,0.00000519,BITTREX,3346.42316765
XFILBTC,0.00233404,49.86010118,,,POLONIEX,
XHVBTC,0.00012215,45.00388994,0.00013168,0.00010339,BITTREX,46.99370833
XLMBTC,0.0000088,46.6386735,0.00000859,0.0000083,BITFINEX,19494.17166621
XLMBTC,0.00000875,46.02984619,0.00000859,0.0000083,BINANCE,19494.17166621
XLMBTC,0.00000876,46.09495325,0.00000859,0.0000083,HITBTC,19494.17166621
XLMBTC,0.00000874,44.82086763,0.00000856,0.00000829,HUOBI,19494.17166621
XLMBTC,0.00000879,46.672175,,,BITSTAMP,19494.17166621
XLMBTC,0.00000877,46.28341227,0.00000859,0.0000083,BITTREX,19494.17166621
XLMBTC,0.00000876,46.20767163,0.00000859,0.00000833,COINBASE,19494.17166621
XLMBTC,0.00000875,46.06230613,0.00000859,0.0000083,KUCOIN,19494.17166621
XMCBTC,0.000077,39.6637426,0.00010901,0.000118,HITBTC,0.06488532
XMRBTC,0.00805197,55.60839596,0.00745627,0.00745592,BITTREX,9125.37102584
XMRBTC,0.008032,56.50787428,0.00746647,0.00746643,HUOBI,9125.37102584
XMRBTC,0.00804,55.153797,0.00745561,0.00745677,HITBTC,9125.37102584
XMRBTC,0.008034,55.09044423,0.0074551,0.00746904,KUCOIN,9125.37102584
XMRBTC,0.008036,55.07983732,0.00745189,0.00745341,BINANCE,9125.37102584
XMRBTC,0.00804489,55.23245705,0.00745223,0.00745372,POLONIEX,9125.37102584
XMRBTC,0.0080349,55.44326219,0.0074556,0.00745697,BITFINEX,9125.37102584
XMXBTC,6e-8,44.64437512,6e-8,8e-8,HUOBI,32.78192123
XMYBTC,1.4e-7,53.1584945,1.3e-7,1.3e-7,BITTREX,0.21414062
XNSBTC,0.00005124,35.63391434,0.00007638,,HITBTC,147.95034541
XNSBTC,0.0000519,40.36575543,0.00007655,,KUCOIN,147.95034541
XPNTBTC,0.00007885,42.29374546,,,HITBTC,
XPRBTC,0.00000142,39.86025063,0.00000189,,HITBTC,116.94195814
XPRMBTC,0.00000153,15.94473518,,,HITBTC,
XRABTC,9.9e-7,70.23003751,6.7e-7,7.3e-7,BITFINEX,0.32333116
XRCBTC,0.00034,48.52691965,0.00040277,0.00047176,HITBTC,1.30517112
XRPBTC,0.00002423,48.99612022,0.00002315,0.00002468,COINBASE,130474.15993956
XRPBTC,0.00002425,49.82389156,0.00002313,0.00002454,HUOBI,130474.15993956
XRPBTC,0.00002423,49.02427238,0.00002315,0.00002456,BITTREX,130474.15993956
XRPBTC,0.00002425,49.24645519,0.00002315,0.00002456,POLONIEX,130474.15993956
XRPBTC,0.00002426,49.21931949,0.00002316,0.00002457,BITSTAMP,130474.15993956
XRPBTC,0.00002423,49.01219988,0.00002315,0.00002467,KUCOIN,130474.15993956
XRPBTC,0.00002423,49.00232367,0.00002315,0.00002456,BINANCE,130474.15993956
XRPBTC,0.00002423,48.92974269,0.00002316,0.00002456,BITSO,147305.06993396
XRPBTC,0.00002422,48.94517895,0.00002315,0.00002456,HITBTC,130474.15993956
XRPBTC,0.00002422,48.89771996,0.00002315,0.00002456,BITFINEX,130474.15993956
XSRBTC,5.4e-7,42.56945683,7e-7,6.8e-7,BITTREX,316.10424964
XSTBTC,0.00000752,54.92403712,0.00000587,0.000006,BITTREX,1.74641459
XTPBTC,0.00000463,38.42749214,0.00000752,0.00001077,BITTREX,14.39619742
XTZBTC,0.00030796,48.74347301,0.00029697,0.00027782,BITFINEX,22966.67581878
XTZBTC,0.00031087,49.34296487,0.00029998,,POLONIEX,22966.67581878
XTZBTC,0.000308,48.76654071,0.00029689,0.00027244,BINANCE,22966.67581878
XTZBTC,0.00030804,48.62217754,0.00029682,0.00027767,HUOBI,22966.67581878
XTZBTC,0.00028012,46.45757012,0.00028218,0.00026469,HITBTC,22966.67581878
XTZBTC,0.00030821,48.80717124,0.00029703,0.00027565,KUCOIN,22966.67581878
XTZBTC,0.00030844,48.28316735,0.00029778,0.0002816,BITTREX,22966.67581878
XTZBTC,0.00030855,48.87892722,0.00029702,0.00027406,COINBASE,22966.67581878
XUCBTC,0.00009515,53.79886561,0.00010085,0.00011654,HITBTC,99.56040247
XUCBTC,0.00009202,47.77780055,0.00009948,,BITTREX,99.56040247
XVGBTC,6e-7,50.67236024,5.9e-7,5.6e-7,HUOBI,328.9971835
XVGBTC,6e-7,51.01704481,5.9e-7,5.6e-7,BITTREX,328.9971835
XVGBTC,6e-7,51.10017695,5.9e-7,5.6e-7,HITBTC,328.9971835
XVGBTC,5.9e-7,49.24721608,5.9e-7,5.6e-7,BINANCE,328.9971835
XVGBTC,5.9e-7,49.33198343,5.9e-7,5.7e-7,BITFINEX,328.9971835
XYOBTC,5e-8,50.83280376,5e-8,5e-8,KUCOIN,9.22403096
XZCBTC,0.00059,52.47174649,0.00054523,0.00055568,HITBTC,2111.03186545
XZCBTC,0.00061598,54.94639271,0.00054912,0.00055519,BITTREX,2111.03186545
XZCBTC,0.000585,51.53228754,0.0005454,0.00055198,HUOBI,2111.03186545
XZCBTC,0.0005907,51.5679445,0.00054778,0.00055511,BINANCE,2111.03186545
YCCBTC,5e-7,41.91208452,6.6e-7,8.1e-7,HITBTC,11.67214409
YCCBTC,4.9e-7,38.21030924,6.1e-7,7.3e-7,HUOBI,11.67214409
YEEBTC,1.5e-7,48.03213661,1.5e-7,1.4e-7,HUOBI,858.16430611
YFIBTC,1.17703,,,,BINANCE,6181.69379419
YGGBTC,2e-8,55.43794916,2e-8,2e-8,BITFINEX,
YOUBTC,0.00000132,53.3121057,,,BITTREX,98.20701729
YOYOBTC,0.00000127,57.67646202,0.00000109,0.00000117,BINANCE,190.20161627
YOYOWBTC,0.00000124,57.50725639,0.00000107,0.00000133,HITBTC,190.20161627
YYWBTC,9.5e-7,51.81375632,8.6e-7,9.6e-7,BITFINEX,190.20161627
ZAPBTC,0.00001382,57.43873942,0.000005,0.00000305,HITBTC,159.19883817
ZBTBTC,0.00002155,51.81231908,0.00002102,0.00002339,BITFINEX,
ZCNBTC,0.00002573,55.43273197,0.00001379,0.00001108,BITFINEX,18.69368594
ZECBTC,0.0065983,42.44630506,0.00635126,0.00604464,POLONIEX,29890.22873535
ZECBTC,0.00663,43.63402951,0.00635154,0.00604846,GEMINI,29890.22873535
ZECBTC,0.0065984,42.48337942,0.00634978,0.00604384,BITFINEX,29890.22873535
ZECBTC,0.00661984,43.26984622,0.00634991,0.00604112,THEROCKTRADING,27819.48659577
ZECBTC,0.006593,42.62424339,0.00635123,0.00604431,HITBTC,29890.22873535
ZECBTC,0.006599,42.73537719,0.00635458,0.00604485,BINANCE,29890.22873535
ZECBTC,0.00657807,42.20467587,0.00634727,0.00604208,BITTREX,29890.22873535
ZECBTC,0.006589,42.2206981,0.00633983,0.00603427,HUOBI,29890.22873535
ZECBTC,0.0065979,42.81024701,0.00635467,0.00595816,KUCOIN,29890.22873535
ZECBTC,0.006574,42.34520894,0.00635425,0.00602915,COINBASE,29890.22873535
ZELBTC,0.00000393,52.12191323,0.00000387,,KUCOIN,161.56652478
ZENBTC,0.00084132,50.63327015,0.00080466,0.00081672,HUOBI,401.76729612
ZENBTC,0.0008444,51.6920464,0.00080301,0.00081933,BINANCE,401.76729612
ZENBTC,0.0008422,52.22311134,0.00079973,0.00081888,HITBTC,401.76729612
ZENBTC,0.00084,51.55540372,0.00080082,0.00081686,BITTREX,401.76729612
ZILBTC,0.00000183,44.36789305,0.00000177,0.00000151,HITBTC,4528.47013508
ZILBTC,0.00000181,43.49855303,0.00000177,0.00000151,BITTREX,4528.47013508
ZILBTC,0.00000182,43.98970199,0.00000177,0.00000151,BINANCE,4528.47013508
ZILBTC,0.00000182,42.46033155,0.00000177,0.00000152,HUOBI,4528.47013508
ZILBTC,0.00000183,44.52459528,0.00000177,0.00000151,KUCOIN,4528.47013508
ZILBTC,0.00000182,43.91753463,0.00000179,0.00000156,BITFINEX,4528.47013508
ZJLTBTC,6e-8,42.0019617,7e-8,7e-8,HUOBI,
ZLABTC,3.2e-7,38.5113234,4.4e-7,6e-7,HUOBI,0.09510263
ZRCBTC,0.00007678,49.79530293,0.00008499,0.00011236,HITBTC,7.31065938
ZRXBTC,0.00005955,68.47789238,0.00003885,0.00003582,COINBASE,36177.60538608
ZRXBTC,0.00005943,67.82951829,0.00003885,0.00003578,HITBTC,36177.60538608
ZRXBTC,0.00006012,69.32348396,0.00003888,0.00003581,BITFINEX,36177.60538608
ZRXBTC,0.00005942,67.80158904,0.00003885,0.00003578,BINANCE,36177.60538608
ZRXBTC,0.00005943,67.77800901,0.00003883,0.00003577,BITTREX,36177.60538608
ZRXBTC,0.00005962,68.79530113,0.00003884,0.00003578,POLONIEX,36177.60538608
ZRXBTC,0.00005944,68.01091568,0.00003886,0.0000358,KUCOIN,36177.60538608
ZRXBTC,0.00005934,64.18421719,0.00003932,0.00003608,HUOBI,36177.60538608
ZSCBTC,2e-8,52.74178121,2e-8,4e-8,HITBTC,2.46801361
