Ticker,Last,Relative Strength Index (14),Exponential Moving Average (100),Exponential Moving Average (200),Exchange,Traded Volume
PAIBTC,0.00000172,53.96087647,0.00000171,0.00000202,BITFINEX,41.81168157
PALBTC,5e-8,57.93967828,3e-8,6e-8,BITTREX,0.16324274
PANBTC,0.00000369,56.09123063,0.00000272,0.00000275,BITPANDAPRO,0.06877427
PARTBTC,0.00006519,47.32221095,0.00006965,0.0000803,BITTREX,8.06737943
PARTBTC,0.00006481,48.05888859,0.00006923,0.00007569,HITBTC,8.06737943
PASBTC,1.3e-7,60.35393232,1.1e-7,1.5e-7,BITFINEX,
PASSBTC,1.3e-7,75.13685351,1e-7,1.4e-7,HITBTC,0.6745779
PAXBTC,0.00008608,43.57154702,0.00010132,0.00011037,BITTREX,12729.69570527
PAXBTC,0.00008629,45.88933839,0.00010119,0.00011067,BITFINEX,12729.69570527
PAXGBTC,0.17613,47.23805013,0.20320777,0.25014447,HITBTC,113.3641935
PAYBTC,0.00000927,77.20763769,0.00000582,0.00000659,BITTREX,207.35006253
PAYBTC,0.00000915,79.45900669,0.0000059,0.00000661,HUOBI,207.35006253
PAYBTC,0.00000926,73.86344861,0.00000579,0.00000655,HITBTC,207.35006253
PBTBTC,0.01318,40.81286586,0.01684564,0.0361567,HITBTC,0.00048082
PBTTBTC,0.0000025,55.13514212,0.00000361,0.00001825,HITBTC,
PCBTC,1e-8,100,1e-8,1e-8,HUOBI,4.61083047
PERLBTC,0.00000565,48.47436587,0.00000402,0.00000351,BINANCE,377.32394419
PHBBTC,3.8e-7,44.88720549,3.7e-7,4.1e-7,BINANCE,
PHBBTC,3.8e-7,47.75946068,3.7e-7,4.6e-7,HITBTC,
PHNXBTC,0.00000508,59.13676956,,,BITTREX,14.31614577
PHXBTC,3.9e-7,47.08207248,3.7e-7,4.2e-7,HUOBI,16.24840725
PHXBTC,3.3e-7,42.24757465,3.5e-7,4.3e-7,HITBTC,16.24840725
PIBTC,0.00000102,56.40538148,5.9e-7,5.9e-7,BITTREX,7.35445754
PINKBTC,2.5e-7,75.77452842,1.8e-7,1.9e-7,BITTREX,2.22078591
PITCHBTC,5e-8,48.8761274,5e-8,5e-8,HITBTC,
PIVXBTC,0.00004209,51.30226676,0.00004181,0.0000401,KUCOIN,529.87021781
PIVXBTC,0.00004184,50.64866539,0.0000418,0.00004149,BINANCE,529.87021781
PIVXBTC,0.00004183,50.60001508,0.0000418,0.00004147,BITTREX,529.87021781
PKTBTC,0.0000071,66.91987067,0.00000407,0.00000392,HITBTC,3.44810987
PLABTC,5e-8,46.61511928,5e-8,5e-8,HITBTC,0.00441834
PLABTC,5e-8,46.68137425,5e-8,6e-8,BITTREX,0.00441834
PLAYBTC,2.5e-7,52.61741762,2.1e-7,2.1e-7,KUCOIN,0.04552183
PLBTBTC,0.00009,40.98781251,0.00011514,0.0001351,HITBTC,0.51038106
PLGBTC,3e-8,49.12060388,3e-8,6e-8,BITTREX,5.42518066
PLRBTC,0.00000184,41.68632094,0.00000223,0.00000243,HITBTC,1.32643029
PLUBTC,0.00094274,49.0678813,0.00062983,0.00045346,HITBTC,6.88764852
PMABTC,3e-8,49.96588254,2e-8,2e-8,BITTREX,5.1432426
PMABTC,3e-8,50.79430209,2e-8,2e-8,HITBTC,5.1432426
PMGTBTC,0.17,45.29682674,0.1900516,,KUCOIN,0.0716133
PNKBTC,0.00001394,64.32416476,0.00000608,0.00000424,BITFINEX,1427.39515348
PNTBTC,1e-8,41.39732269,1e-8,2e-8,HITBTC,151.10727572
PNTBTC,0.0000769,37.8647257,,,BINANCE,151.10727572
PNTBTC,1e-8,0,1e-8,1e-8,HUOBI,151.10727572
POA20BTC,0.00000482,69.61221158,0.00000179,0.00000197,HITBTC,
POABTC,0.00000437,60.21319944,0.00000199,0.00000183,BINANCE,314.14220599
POABTC,0.00000429,59.33412168,0.000002,0.00000197,HITBTC,314.14220599
POABTC,0.0000043,70.14759956,0.0000018,0.00000176,BITFINEX,314.14220599
POEBTC,2.3e-7,52.19836931,2.1e-7,2.2e-7,BINANCE,5.22480245
POEBTC,2.2e-7,48.20457278,2.1e-7,2.3e-7,HITBTC,5.22480245
POLYBTC,0.0000047,58.57481418,0.00000406,0.00000405,HITBTC,240.10382746
POLYBTC,0.00000474,59.59633314,0.00000407,0.00000407,POLONIEX,240.10382746
POLYBTC,0.0000048,60.19913437,0.00000408,0.00000403,BINANCE,240.10382746
POLYBTC,0.00000482,64.02515881,0.00000407,0.00000404,HUOBI,240.10382746
PORTALBTC,9e-8,35.98858632,1.1e-7,1.4e-7,HUOBI,2.39315107
POTBTC,6.9e-7,42.89699359,8e-7,8.8e-7,BITTREX,0.50657001
POWRBTC,0.00000988,57.26430137,0.0000092,0.00000895,KUCOIN,1615.21523917
POWRBTC,0.00000988,57.40080984,0.00000921,0.00000895,BINANCE,1615.21523917
POWRBTC,0.00000987,63.06315885,0.00000918,0.00000894,HUOBI,1615.21523917
POWRBTC,0.00000988,57.36620295,0.00000921,0.000009,HITBTC,1615.21523917
POWRBTC,0.00000981,56.57432338,0.0000092,0.00000941,BITTREX,1615.21523917
POYBTC,0.00000448,56.52100366,0.00000407,0.00000408,BITFINEX,240.10382746
PPCBTC,0.00002247,32.70638598,0.00002704,0.00002812,THEROCKTRADING,2.59127428
PPCBTC,0.00002518,43.71762298,0.00002676,0.00002787,HITBTC,2.84717311
PPCBTC,0.00002594,49.02189896,0.00002679,0.0000279,BITTREX,2.84717311
PPTBTC,0.00003349,54.88797054,0.00003425,0.00004104,HITBTC,102.528454
PPTBTC,0.00003355,54.60901352,0.00003421,0.00004104,KUCOIN,102.528454
PPTBTC,0.00003381,54.75747576,0.00003426,0.00004107,BINANCE,102.528454
PREBTC,0.00000123,43.5714341,0.00000174,0.00000197,HITBTC,8.15139864
PREBTC,0.00000131,46.64281608,0.00000173,,KUCOIN,8.15139864
PROBTC,0.00001111,40.16823465,0.00001282,0.00001253,HITBTC,8.94537018
PROMBTC,0.00009984,46.97738319,0.00010331,0.00008859,BITTREX,73.20375867
PROPYBTC,0.00001144,37.52074559,0.00001296,0.00001269,HUOBI,8.94537018
PTONBTC,1e-8,100,1e-8,2e-8,BITTREX,0.03491504
PTOYBTC,6.4e-7,43.77788108,6.8e-7,6.9e-7,HITBTC,0.22462351
PTOYBTC,7.5e-7,50.13130498,6.9e-7,7e-7,BITTREX,0.22462351
PVTBTC,3e-8,41.62636311,4e-8,4e-8,HUOBI,16.74909664
PXGBTC,0,45.53230012,1e-8,4e-8,HITBTC,0.1656197
PXLBTC,0.0000011,39.96818728,0.00000134,0.00000153,BITTREX,81.47361317
QASHBTC,0.00000368,45.43459172,0.00000391,0.00000473,HUOBI,20.04721348
QKCBTC,7.9e-7,49.94448233,6.9e-7,6.7e-7,HITBTC,323.85245533
QKCBTC,6.8e-7,47.49754691,6.2e-7,6.5e-7,KUCOIN,323.85245533
QKCBTC,7.8e-7,49.49924134,6.9e-7,7e-7,BINANCE,323.85245533
QLCBTC,0.00000242,44.40555316,0.00000218,0.00000199,BINANCE,44.75270765
QNTBTC,0.00087419,57.44307511,0.00073886,0.00068588,BITTREX,255.46907926
QRLBTC,0.00001173,43.03511605,0.00001186,0.00001197,BITTREX,173.60230849
QSHBTC,0.00000354,46.74444971,0.0000038,0.0000046,BITFINEX,20.04721348
QSPBTC,0.00000303,61.11730449,0.00000223,0.00000193,HUOBI,99.24214919
QSPBTC,0.00000302,62.93518009,0.00000221,0.00000192,BINANCE,99.24214919
QTMBTC,0.00033293,75.41315569,0.00022627,0.00022305,BITFINEX,61114.50620395
QTUMBTC,0.00033266,72.82667798,0.00022693,0.0002228,POLONIEX,61114.50620395
QTUMBTC,0.00033163,72.28141815,0.00022683,0.0002236,HITBTC,61114.50620395
QTUMBTC,0.0003312,72.40708161,0.00022684,0.00022346,BINANCE,61114.50620395
QTUMBTC,0.00033064,72.20933281,0.0002268,0.00022344,KUCOIN,61114.50620395
QTUMBTC,0.000331,66.96084449,0.00022809,0.000224,HUOBI,61114.50620395
QTUMBTC,0.00033346,72.49264917,0.00022694,0.00022351,BITTREX,61114.50620395
QUNBTC,3.7e-7,41.04383658,4.4e-7,5e-7,HUOBI,13.19188052
RADSBTC,0.00006267,53.27044967,0.00005273,0.00005437,BITTREX,1.69059875
RAISEBTC,0.0000015,38.91015691,0.00000227,0.00000247,HITBTC,1.61556768
RBTCBTC,0.9999,53.0135174,1.00045267,1.00144098,BITFINEX,5.53078191
RBTCBTC,1.00123818,52.4844516,0.99972936,1.00019743,KUCOIN,5.53078191
RCCCBTC,5.3e-7,47.48436441,6.1e-7,9.6e-7,HUOBI,
RCNBTC,0.00000555,48.03839129,0.00000648,0.00000666,BINANCE,32.20168576
RCNBTC,0.00000553,49.5825776,0.00000645,0.00000662,BITFINEX,32.20168576
RCNBTC,0.00000558,48.09449146,0.00000647,0.00000664,HUOBI,32.20168576
RCNBTC,0.00000569,49.80830694,0.00000649,0.00000666,BITTREX,32.20168576
RCNBTC,0.0000056,48.79823597,0.00000648,0.00000665,HITBTC,32.20168576
RDDBTC,1.1e-7,44.81571112,1.2e-7,1.2e-7,BITTREX,14.87681204
RDNBTC,0.00004122,60.92537836,0.00002652,0.00002282,HUOBI,226.13942899
RDNBTC,0.00004952,67.07627667,0.00002633,0.00002253,BITFINEX,226.13942899
RDNBTC,0.00004144,58.85622472,0.0000264,0.00002272,BINANCE,226.13942899
REMBTC,2.5e-7,56.47456491,1.9e-7,2.4e-7,HITBTC,9.56880811
RENBTC,0.00003876,68.67911913,0.00001895,0.00001911,HITBTC,4507.23432364
RENBTC,0.00003883,67.59973402,0.00001856,0.00001417,BINANCE,4507.23432364
RENBTC,0.00003882,68.87743496,0.00001866,0.00001422,HUOBI,4507.23432364
RENBTC,0.00003641,67.80343937,,,POLONIEX,4507.23432364
REPBTC,0.00205,54.90417828,0.00180632,0.00168587,BINANCE,11984.50066208
REPBTC,0.0020439,55.01337887,0.0018074,0.00169923,BITFINEX,11984.50066208
REPBTC,0.0020504,60.20425069,0.00179547,0.00167881,HITBTC,11984.50066208
REPBTC,0.00204048,57.99140599,0.00180051,0.00168199,POLONIEX,11984.50066208
REPBTC,0.002154,55.69554422,0.00181628,0.00169935,COINBASE,11984.50066208
REPV2BTC,0.00203874,57.28796305,,,BITTREX,
REQBTC,0.00000356,48.83314035,0.000003,0.00000249,HUOBI,65.45333269
REQBTC,0.00000355,49.07127959,0.00000298,0.00000248,BINANCE,65.45333269
REQBTC,0.00000356,49.22341967,0.00000299,0.00000248,KUCOIN,65.45333269
REQBTC,0.0000037,51.67063254,0.00000294,0.00000243,BITFINEX,65.45333269
REVBTC,9.3e-7,46.45017947,0.00000111,,HITBTC,96.92589044
REVBTC,9.1e-7,42.36549225,0.00000111,,BITTREX,96.92589044
REVBTC,9.1e-7,44.29494263,0.0000012,0.00000223,KUCOIN,96.92589044
REXBTC,0.00000273,45.96060129,0.00000246,0.00000255,HITBTC,0
RFRBTC,3e-8,43.68715527,5e-8,5e-8,HITBTC,2.57661564
RFRBTC,3e-8,44.398789,5e-8,7e-8,BITTREX,2.57661564
RIFBTC,0.00000796,46.50287345,0.00000816,0.00000846,BITFINEX,37.83105939
RIFBTC,0.00000798,42.01827052,0.00000824,0.00000837,KUCOIN,37.83105939
RINGXBTC,0.00001172,42.43125234,,,BITFINEX,9.73148486
RLCBTC,0.00012878,49.70326528,0.00009867,0.00008078,BITTREX,691.50497997
RLCBTC,0.0001239,47.72568057,0.00009844,0.00008071,HITBTC,691.50497997
RLCBTC,0.00012913,49.74953676,0.00009983,0.00008241,BITFINEX,691.50497997
RLCBTC,0.00012931,49.86588579,0.00009884,0.00008088,BINANCE,691.50497997
ROOBEEBTC,3.9e-7,44.22442104,3.9e-7,,HITBTC,88.03968367
ROOBEEBTC,3.8e-7,46.22162054,3.9e-7,4e-7,KUCOIN,88.03968367
RRBBTC,0.00007259,42.07703376,0.0000934,0.00010859,BITFINEX,
RRTBTC,0.00000432,50.88209819,0.00000361,0.00000343,BITFINEX,
RSRBTC,0.00000197,67.32716776,9.4e-7,7e-7,HUOBI,1680.46871934
RTEBTC,6e-8,35.9842132,7e-8,8e-8,BITFINEX,8.3772564
RTEBTC,6e-8,40.82090111,7e-8,8e-8,HUOBI,8.3772564
RUFFBTC,6.6e-7,53.74811945,6.2e-7,6.8e-7,HUOBI,80.15458843
RUNEBTC,0.00007362,53.3754382,,,BINANCE,317.83556576
RVNBTC,0.00000202,50.52566767,0.00000211,0.00000239,HITBTC,1163.73124932
RVNBTC,0.00000203,50.47491819,0.00000213,0.0000024,BINANCE,1163.73124932
RVNBTC,0.00000203,50.57608809,0.00000213,0.00000241,BITTREX,1163.73124932
RVNBTC,0.00000204,48.80251274,,,HUOBI,1163.73124932
SALTBTC,0.00000931,51.39118452,0.00000835,0.00000873,HITBTC,2.37408944
SALTBTC,0.00000913,51.03661769,0.0000083,0.00000883,HUOBI,2.37408944
SANBTC,0.00001502,51.94542016,0.00001531,0.00001987,BITFINEX,0.43315989
SANDBTC,0.00000384,,,,BINANCE,428.7733805
SBDBTC,0.00003817,48.19438447,0.00004289,0.00005167,HITBTC,16.09119077
SBDBTC,0.00008965,47.28447994,0.00010026,0.0001036,BITTREX,16.09119077
SBTCBTC,0.00014022,45.99477841,0.00016713,0.00019271,HITBTC,3.16565495
SBTCBTC,0.000063,62.52296537,0.00006226,0.0000846,HUOBI,3.16565495
SBTCETH,0.0042266,44.80720778,0.00753524,0.01040313,HITBTC,
SBTCUSD,1.62715775,47.78381387,1.648454,1.70150604,HITBTC,36713.63407089
SBTCUSDT,1.76997,52.96488258,1.65765575,2.07120751,HITBTC,
SCBTC,3.3e-7,62.97782169,3e-7,2.8e-7,BITTREX,452.03495708
SCBTC,3.3e-7,61.44250797,3e-7,2.8e-7,HITBTC,452.03495708
SCBTC,3.3e-7,59.59520447,3e-7,2.8e-7,BINANCE,452.03495708
SCBTC,3.3e-7,63.41934395,3e-7,2.8e-7,HUOBI,452.03495708
SCBTC,3.2e-7,58.51655473,3e-7,2.8e-7,POLONIEX,452.03495708
SCCBTC,1e-8,49.03876273,1e-8,1e-8,HITBTC,118.84842882
SCLBTC,0.00000228,45.80471361,0.00000196,0.00000208,HITBTC,0.00226799
SEEBTC,3e-8,57.89297784,3e-8,3e-8,BITFINEX,0.12710982
SEELEBTC,5.3e-7,33.47277383,0.00000342,0.00000579,HUOBI,689.19778627
SEELEBTC,4.5e-7,36.3133232,0.00000332,0.00000734,HITBTC,689.19778627
SENSOBTC,0.00001943,52.21513268,0.00002135,,KUCOIN,115.75006148
SENTBTC,2e-7,53.12991586,1.5e-7,1.4e-7,HITBTC,2.58167384
SHEBTC,6e-8,46.65522653,7e-8,8e-8,HUOBI,44.92682891
SHIPBTC,0.00000216,50.99789387,0.00000198,0.0000018,HITBTC,18.04315562
SIBBTC,0.00000245,46.05889357,0.00000244,0.00000293,BITTREX,0.29872064
SIGBTC,0,44.03861164,1e-8,4e-8,HITBTC,0.03416535
SIXBTC,8.7e-7,56.8971443,7.5e-7,8.7e-7,BITTREX,33.26311192
SKMBTC,5.8e-7,68.6144716,2.6e-7,2.5e-7,HUOBI,776.33029581
SKMBTC,5.8e-7,82.36735472,,,BITTREX,776.33029581
SKYBTC,0.00005799,50.12206383,0.00005659,0.00006116,BINANCE,39.36911119
SLSBTC,0.00170606,52.73073462,0.00130439,0.00112107,BITTREX,0.20878023
SMARTBTC,4.8e-7,62.84761751,3.7e-7,4e-7,HITBTC,30.59208342
SMTBTC,4.1e-7,53.10176113,4e-7,4.9e-7,HITBTC,18.7071882
SMTBTC,3.9e-7,58.10946942,3.9e-7,4.3e-7,HUOBI,18.7071882
SNCBTC,0.00000261,36.45742941,0.00000301,0.00000294,HITBTC,28.26326056
SNCBTC,0.00000258,31.66309919,0.00000301,0.00000294,HUOBI,28.26326056
SNGBTC,8.8e-7,45.07311999,0.00000103,0.00000107,BITFINEX,0.1458611
SNGLSBTC,8.9e-7,46.33795671,0.00000103,0.00000106,BINANCE,22.94425735
SNGLSBTC,9e-7,47.45432328,0.00000103,0.0000011,HITBTC,22.94425735
SNMBTC,9.9e-7,50.9810306,9.8e-7,0.00000111,BINANCE,8.91278318
SNTBTC,0.00000313,55.63618207,0.00000267,0.00000251,HITBTC,3114.42233485
SNTBTC,0.00000315,57.02601647,0.00000266,0.00000252,BITFINEX,3114.42233485
SNTBTC,0.00000317,58.85549022,0.00000266,0.0000025,HUOBI,3114.42233485
SNTBTC,0.00000319,56.88653708,0.00000268,0.00000251,KUCOIN,3114.42233485
SNTBTC,0.00000318,56.86039614,0.00000267,0.00000251,BINANCE,3114.42233485
SNTBTC,0.00000315,56.00922562,0.00000267,0.00000251,BITTREX,3114.42233485
SNTBTC,0.00000314,56.2082462,0.00000267,0.00000251,POLONIEX,3114.42233485
SNXBTC,0.0005112,58.58377238,0.00029577,0.00021905,KUCOIN,4583.90492127
SNXBTC,0.0005099,58.22153317,,,BINANCE,4583.90492127
SNXBTC,0.00051186,,,,HUOBI,4583.90492127
SNXBTC,0.00051029,58.43416162,0.00028667,,POLONIEX,4583.90492127
SOCBTC,4.1e-7,58.73744425,3.9e-7,4.6e-7,HITBTC,92.23624666
SOCBTC,4e-7,56.16911539,3.9e-7,4.2e-7,HUOBI,92.23624666
SOLBTC,0.00027028,58.57367483,0.00014379,,BINANCE,1011.21609188
SOLOBTC,0.00005306,58.04689292,,,HITBTC,634.38158446
SOLVEBTC,0.00001172,52.73446062,0.00001282,0.00001312,KUCOIN,219.48164245
SOLVEBTC,0.0000115,50.5282714,0.00001281,0.00001385,BITTREX,219.48164245
SOLVEBTC,0.0000119,55.18585311,0.00001277,0.00001237,HITBTC,219.48164245
SOULBTC,0.0000118,55.40732126,0.00000735,0.00000602,KUCOIN,29.97144665
SPCBTC,3.6e-7,59.00545092,2.7e-7,2.9e-7,BITTREX,0.63518067
SPCBTC,3.3e-7,55.18698022,2.7e-7,3.1e-7,HITBTC,0.63518067
SPHRBTC,0.00001651,67.30920331,0.00000789,0.00000895,BITTREX,0.36961567
SPINBTC,3e-8,47.2681321,9e-8,1.9e-7,BITTREX,
SPKBTC,7e-7,59.38887738,3.6e-7,4.1e-7,BITFINEX,0.00567776
SPNDBTC,3.8e-7,50.31378731,2.5e-7,6.6e-7,BITTREX,25.60139287
SPNDBTC,3.7e-7,49.85797208,2.4e-7,3.4e-7,KUCOIN,25.60139287
SRMBTC,0.00013323,,,,BINANCE,4324.77640383
SRNBTC,0.00000105,41.48785169,0.00000109,0.00000117,HITBTC,35.02528537
SRNBTC,0.00000115,51.19711353,0.00000113,0.00000119,BITTREX,35.02528537
SRNBTC,0.00000114,49.75801858,0.00000113,0.0000012,HUOBI,35.02528537
SSPBTC,1e-8,53.41674722,1e-8,2e-8,HUOBI,3.18697207
STCBTC,0.00000637,35.25984692,0.00003028,,BITTREX,0.48024495
STEEMBTC,0.00002048,53.29828184,0.00002104,0.00002203,BINANCE,466.21991339
STEEMBTC,0.00002059,54.52675968,0.00002108,0.00002472,POLONIEX,466.21991339
STEEMBTC,0.00002047,53.35741424,0.00002119,0.00002241,HUOBI,466.21991339
STEEMBTC,0.00002059,54.18174102,0.00002101,0.00002198,BITTREX,466.21991339
STEEMBTC,0.00001803,47.33819934,0.00002052,0.00002205,HITBTC,466.21991339
STJBTC,0.00002278,55.93665366,0.00001746,0.00001674,BITFINEX,506.88022849
STKBTC,1.9e-7,40.61998361,2.1e-7,2.4e-7,HUOBI,1.93451068
STMXBTC,2.8e-7,56.04019602,,,HITBTC,97.91999159
STMXBTC,2.7e-7,50.92603424,,,BITTREX,97.91999159
STMXBTC,2.7e-7,51.23118981,,,BINANCE,97.91999159
STORJBTC,0.00002381,58.32172184,0.00001792,0.00001703,BITTREX,506.88022849
STORJBTC,0.00002399,59.45111418,0.00001794,0.00001704,POLONIEX,506.88022849
STORJBTC,0.00002397,57.98682997,0.00001796,0.00001706,BINANCE,506.88022849
STORJBTC,0.00002387,62.94032278,0.00001792,0.00001703,HUOBI,506.88022849
STORJBTC,0.00002403,60.8977366,0.00001788,0.00001718,HITBTC,506.88022849
STPTBTC,0.00000297,79.96022063,0.00000182,,BINANCE,463.20370695
STPTBTC,0.00000298,81.17396167,0.00000182,0.00000179,BITTREX,463.20370695
STPTBTC,0.00000298,67.76341497,,,POLONIEX,463.20370695
STRATBTC,0.00005819,60.41420118,0.00005016,0.00004894,BINANCE,1459.96224642
STRATBTC,0.00005839,60.11920072,0.00005004,0.00004887,HITBTC,1459.96224642
STRATBTC,0.00005834,60.120708,0.00005007,0.00004885,POLONIEX,1459.96224642
STRATBTC,0.00005842,60.45522957,0.00005009,0.00004889,BITTREX,1459.96224642
STRBTC,0.00000875,46.08669678,0.00000858,0.00000829,POLONIEX,0
STXBTC,0.00002419,60.40262178,0.00001705,0.00001612,BINANCE,234.18572514
STXBTC,6.8e-7,33.39319169,9.5e-7,0.00000107,HITBTC,234.18572514
STXBTC,0.00002425,60.68401445,,,KUCOIN,234.18572514
SUBBTC,2.4e-7,40.39835695,3.1e-7,5e-7,HITBTC,0.52254588
SUKUBTC,0.00002177,30.9592521,,,BITTREX,5.67120954
SUKUBTC,0.00002175,30.85071526,,,KUCOIN,5.67120954
SURBTC,0.00003328,50.69880483,0.00003206,0.00003902,HITBTC,0.14623494
SUSDBTC,0.000087,44.32241609,0.00010145,0.00010947,KUCOIN,204.07555974
SUTERBTC,0.00000115,63.43890345,,,BITTREX,213.12561024
SUTERBTC,0.00000111,59.9243383,8.4e-7,,KUCOIN,213.12561024
SWAPBTC,0.00010346,69.38115089,,,POLONIEX,484.78434305
SWFTCBTC,1.4e-7,64.46049076,1.2e-7,1.3e-7,HITBTC,676.06483355
SWFTCBTC,1.4e-7,62.88095605,1.2e-7,,POLONIEX,676.06483355
SWFTCBTC,1.4e-7,63.17141807,1.2e-7,1.3e-7,HUOBI,676.06483355
SWINGBYBTC,0.00003073,,,,POLONIEX,156.00354715
SWMBTC,0.00000224,56.69257475,0.00000192,0.00000232,HITBTC,0.22110005
SWMBTC,0.00000139,39.97781408,0.00000168,0.00000205,BITFINEX,0.22110005
SWTBTC,0.00000496,48.0538723,0.00000485,0.00000528,HITBTC,0.48494767
SXPBTC,0.00024676,52.46882513,,,POLONIEX,26068.35063697
SXPBTC,0.00024296,52.77668445,,,BINANCE,26068.35063697
SXPBTC,0.00024285,52.46443528,0.00014442,0.00012993,KUCOIN,26068.35063697
SXPBTC,0.00024561,52.91186108,0.00014296,,BITTREX,26068.35063697
SYBCBTC,0.00111,,,,HITBTC,
SYLOBTC,2.5e-7,40.95043788,4.7e-7,,KUCOIN,21.95122958
SYSBTC,0.00000779,46.91481567,0.0000061,0.00000493,BITTREX,223.69920569
SYSBTC,0.00000785,47.33615652,0.00000609,0.00000494,BINANCE,223.69920569
TAUBTC,0.00000914,65.88587469,0.00000328,0.00000262,HITBTC,28.10896667
TCTBTC,7.5e-7,49.06874351,7.7e-7,8.1e-7,BINANCE,54.12141612
TDPBTC,5.2e-7,48.55656899,6.1e-7,0.00000299,HITBTC,2.57306708
TELBTC,3e-8,55.01753793,3e-8,3e-8,KUCOIN,13.43299343
TELBTC,3e-8,55.26144844,3e-8,3e-8,HITBTC,13.43299343
TEMCOBTC,3e-8,41.22584532,4e-8,6e-8,BITTREX,66.26002601
TFDBTC,0.00000219,59.29703948,0.00000124,9.8e-7,KUCOIN,9.84540988
TFLBTC,0.0000278,37.47598195,0.00004246,0.00004446,KUCOIN,0.56418935
TFUELBTC,9.4e-7,65.58652592,7.8e-7,6.8e-7,BINANCE,1958.96738556
THCBTC,8e-7,42.34498851,0.00000203,0.00000283,BITTREX,0.08980348
THETABTC,0.00003768,63.19195155,0.00002632,0.00002237,BINANCE,3576.94065415
THETABTC,0.00003762,65.79982711,0.00002651,0.00002252,HUOBI,3576.94065415
TIMEBTC,0.00020692,49.57510328,0.00019244,0.00018395,HITBTC,12.26412633
TIMEBTC,0.00020369,45.46141988,0.00020286,0.00019112,KUCOIN,12.26412633
TKNBTC,0.00007837,69.33514489,0.00004042,0.0000353,BITFINEX,13.29577724
TKNBTC,0.00008521,61.57662133,0.00004071,0.00003597,HITBTC,13.29577724
TKYBTC,5e-8,54.01245939,4e-8,5e-8,KUCOIN,1.39855228
TKYBTC,5e-8,55.55073419,4e-8,6e-8,HITBTC,1.39855228
TNBBTC,2.4e-7,48.98155693,2.5e-7,2.5e-7,BINANCE,42.22444481
TNBBTC,2.4e-7,50.5236258,2.4e-7,2.5e-7,BITFINEX,42.22444481
TNBBTC,2.5e-7,52.89916279,2.4e-7,2.5e-7,HUOBI,42.22444481
TNCBTC,0.00000832,38.12606987,,,BITTREX,1109.34087482
TNCBTC,0.00000868,43.28630836,0.0000136,,HITBTC,1109.34087482
TNTBTC,0.00000152,30.37714466,0.0000033,0.00000416,HITBTC,24.87208362
TNTBTC,0.00000148,27.34512334,0.00000327,0.00000413,HUOBI,24.87208362
TOKOBTC,0.0000021,52.98504553,0.00000205,,KUCOIN,8.68519138
TOMOBTC,0.0000981,50.61758211,0.0000756,0.00006486,KUCOIN,1002.17308396
TOMOBTC,0.00009811,50.59769088,0.00007562,0.0000637,BINANCE,1002.17308396
TOPBTC,2.1e-7,55.64493538,2.1e-7,2.3e-7,HUOBI,27.62568491
TOPCBTC,5.5e-7,40.53950329,6.3e-7,6.9e-7,HUOBI,23.00879237
TOSBTC,9e-8,45.725585,1.1e-7,1.4e-7,HUOBI,1.83167108
TRACBTC,0.00001973,64.71398532,0.00000913,0.00000641,KUCOIN,88.45139766
TRACBTC,0.00001994,64.9328029,0.0000091,0.00000647,BITTREX,88.45139766
TRADBTC,6e-8,45.92438233,1.1e-7,2.2e-7,HITBTC,
TRBBTC,0.003779,,,,HUOBI,580.04265901
TRIBTC,9e-8,49.55240577,1.1e-7,1.3e-7,BITFINEX,
TRIGXBTC,0.00000143,37.58198173,0.00010745,,HITBTC,
TRIOBTC,8e-8,43.89410077,9e-8,1.1e-7,HUOBI,56.94861103
TROYBTC,6e-7,48.46177101,5.1e-7,5.3e-7,BINANCE,237.18547197
TRSTBTC,9.7e-7,55.9855437,7.9e-7,9.8e-7,HITBTC,0.06987837
TRTLBTC,0,100,0,0,KUCOIN,53.03888819
TRUEBTC,0.00002755,43.59447688,0.00003153,0.00003636,HITBTC,1253.13395139
TRXBTC,0.00000211,53.96682756,0.00000188,0.0000019,HUOBI,77689.65158463
TRXBTC,0.00000211,54.75743957,0.00000187,0.0000019,BINANCE,77689.65158463
TRXBTC,0.00000211,54.75976232,0.00000187,0.0000019,BITTREX,77689.65158463
TRXBTC,0.00000211,54.89087575,0.00000187,0.00000188,POLONIEX,77689.65158463
TRXBTC,0.00000211,54.65321884,0.00000187,0.0000019,HITBTC,77689.65158463
TRXBTC,0.00000211,54.64417096,0.00000187,0.0000019,KUCOIN,77689.65158463
TRXBTC,0.00000212,55.40176577,0.00000187,0.0000019,BITFINEX,77689.65158463
TRYBTC,1e-7,55.31508547,9e-8,1.2e-7,KUCOIN,130.43725065
TSDBTC,0.00008564,44.19058185,0.00010107,0.00011044,BITFINEX,
TSHPBTC,4.2e-7,44.59463882,6.2e-7,0.000001,BITTREX,54.61107662
TTBTC,5.2e-7,51.29677262,5.8e-7,6.6e-7,HUOBI,799.07621381
TTCBTC,0.00000215,46.69946033,0.00000246,0.00000295,BITTREX,43.24102183
TUBEBTC,0.00000117,53.46370639,0.00000108,0.00000114,BITTREX,0.8276462
TUDABTC,2.5e-7,43.44649021,3.9e-7,4.8e-7,BITTREX,0.03161894
TUSDBTC,0.00008595,44.30225849,0.00010113,0.00010997,BITTREX,8516.31151577
